여행지ID,여행지명칭,지역구분,분류,태그,내용 유형,카피라이터,홈페이지,주소,여행지 경도,여행지 위도,여행지 특징,여행지 코스소개,여행지 누적 추천수,여행지 누적 관심수,여행지 등록일,여행지 찾아가는 길,여행지 연관 계절정보
,오죽한옥마을,강원,숙박,민박,,,https://ojuk.gtdc.or.kr/,강원도 강릉시 죽헌길 114(죽헌동),128.879548,37.77750425,,"강릉오죽한옥마을은 우리 한옥의 우수성과 아름다움을 구현한 강릉의 대표 문화공간이다. 조선시대 대학자 율곡 이이가 태어난 오죽헌을 모티브로 율곡의 사상을 전파하고, 전통문화 체험을 통해 전 세계에 한옥의 우수성을 알리기 위해 조성됐다. 강릉오죽한옥마을은 강릉 여행 1번지인 경포호 인근에 있다. 율곡 이이와 그의 모친 신사임당이 태어난 오죽헌 바로 옆이다. 평창동계올림픽 빙상경기가 열린 강릉올림픽파크와도 직선거리로 1.8km밖에 떨어져 있지 않다. 강릉오죽한옥마을에는 모두 51개 객실이 있다. 독채, 별채, 누마루가 있는 복층형 등 형태도 다양하다. 강릉오죽한옥마을에서 유일하게 침실로 꾸민 애일재는 장애인 객실이다. 출입구에 경사로가 있고, 화장실과 욕실은 휠체어 이용자를 위해 널찍하게 마련했다. 40명이 동시에 사용할 수 있는 사물재(강당)는 숙박체험객에 한해 2시간 무료로 이용할 수 있다. 한옥형 패시브하우스로 불리는 거가관은 지붕을 태양열전지로 마감한 에너지 절약형 실험 한옥이다.  *객실명 : 독서관 (객실크기:5평, 객실수:5, 기준인원:2, 최대인원:3)비수기주중최소:50,000(성수기: 80,000)비수기주말최소:60,000(성수기: 80,000)*객실명 : 미래형실험한옥(거가관1001호) (객실크기:18평, 객실수:1, 기준인원:4, 최대인원:6)비수기주중최소:170,000(성수기: 260,000)비수기주말최소:210,000(성수기: 260,000)*객실명:미래형실험한옥(거가관1002호) (객실크기:6평, 객실수:1, 기준인원:2, 최대인원:3)비수기주중최소:65,000(성수기: 100,000)비수기주말최소:80,000(성수기: 100,000)*객실명:일반형 (객실크기:5평, 객실수:10, 기준인원:3, 최대인원:4)비수기주중최소:100,000(성수기: 150,000)비수기주말최소:120,000(성수기: 150,000)*객실명:일반형(누마루) (객실크기:5평, 객실수:16, 기준인원:3, 최대인원:4)비수기주중최소:120,000(성수기: 170,000)비수기주말최소:140,000(성수기: 170,000)*객실명:애일재(장애인객실) (객실크기:10평, 객실수:1, 기준인원:3, 최대인원:4)비수기주중최소:100,000(성수기: 150,000)비수기주말최소:120,000(성수기: 150,000)*객실명:최고급형 (객실크기:20평, 객실수:4, 기준인원:6, 최대인원:7)비수기주중최소:200,000(성수기: 290,000)비수기주말최소:240,000(성수기: 290,000)*객실명:VIP형 (객실크기:23평, 객실수:1, 기준인원:6, 최대인원:8)비수기주중최소:220,000(성수기: 330,000)비수기주말최소:270,000(성수기: 330,000)*객실명:고급형 (객실크기:10평, 객실수:12, 기준인원:4, 최대인원:6)비수기주중최소:150,000(성수기: 220,000)비수기주말최소:180,000(성수기: 220,000)",0,0,2025-07-09 15:44,,
,구룡포시장,경북,쇼핑,어시장,,,,경북 포항시 남구 구룡포읍 호미로221번길 18 구룡포시장,129.5540084,35.99031886,,"포항 형산로터리 형산교를 통과하여 동해면을 지나 약 8KM가량 직진하면 구룡포 관광안내도와 함께 구룡포읍의 입구가 나온다. 매달 3, 8, 13, 23, 28일 5일장이 열리는 날이면 장터내는 물론 창주천 일대 전 체로 넓게 펼쳐져 대단위 장터를 형성하게 된다. 구룡포장은 구룡포가 소규모의 마을을 형성하게 되면서 생기기 시작하여 한때 옛 영일군시절인 5,60년대 만해도 영일군민 전체의 장터로써 이용될 정도로 명물시 장으로 번성하였다.      1940년경부터 정기시장을 형성하여 풍부한 수산물(대구, 청어, 꽁치, 오징어, 미역)과 농산물을 물물교환방식으로 거래하기도 하였으며, 그후 1960년대부터 본격적인 상업위주의 5일 정기시장이 이루어져 현재는 구룡포 특산품(마른오징어, 꽁치, 가자미, 미역전복)과 비닐하우스에서 재배되는 싱싱한 채소 등 생활 필수품이 거래되고 있다.     장터의 안쪽으로는 횟집들이 즐비하게 늘어서서 장터와 같이 위치 하고 있어 바다음식을 애호하는 미식가들에게는 장보기와 함께 좋은 여건으로 각광받으며 많 은 애호가들이 즐겨 찾고 있다. 여느 시장에서와 마찬가지의 각종 향토음식과 나물,잡곡류 도소매가 이루어지며 그 중에서도 구룡포장에서 갓 건져 올린 싱싱한 각종 바다해물류가 즐비하게 늘어서 있는 그야말로 싱싱한 바다음식의 장터 그대 로라 해도 과언이 아니다. 특히 경북도내 어획고의 70% 이상을 차지하고 있는 구룡포항의 오징어는 구룡포 장의 특산물이자 또한 일품으로 바다음식을 선호하는 미식가들 사이 에서는 널리 알려진 사실로 왕래의 발길이 끊이지 않는다.  구입방법안내:구룡포시장 번영회 054-276-2761",0,0,2025-07-09 15:44,,
,군산근대건축관,전북,관광지,전시관,,,,전라북도 군산시 해망로 214(장미동),126.7141598,35.98942019,,""" 역사, 잊지 말고 되풀이 하지 않도록 ""1923년에 건립된 일제의 건물로 일제가 식민 지배를 위해 운영한 대표적인 금융시설이었다. 채만식의 [탁류]에도 등장하는 은행이자, 해방 이후에도 한국은행, 한일은행 등 은행 건물로 쓰였다. 지금은 근대건축관으로 군산의 근대건축물과 일제시대 화폐, 역사 관련 유물을 전시한다.   이용가능시설:전시관 내국인 예약안내:자유 관람외국인 예약안내:자유 관람 문의 및 안내 : Tel: 063-454-3274 쉬는날 : 연중무휴 체험안내 : ·프로그램 : 군산 근대건축물, 일제강점기 화폐, 역사 전시 관람 ·신청방법 : http://www.gunsan.go.kr/tour > 명품군산 > 스탬프투어체험가능연령 : 누구나 이용시간 : 연중 09:00~18:00, 12~2월 17:00까지 운영주차시설 : 인근 주차 시설 이용 (근대역사박물관, 진포해양공원 주차장)유모차 대여 여부 : 없음애완동물 동반 가능 여부 : 없음신용카드 가능 여부 : 없음",0,0,2025-07-09 15:44,,
,군산근대미술관,전북,관광지,전시관,,,http://www.gunsan.go.kr/tour,전라북도 군산시 해망로 230(장미동),126.712771,35.98993678,,""" 슬픈 역사, 근대 미술을 품다 ""1890년 인천에 처음 문을 연, 일본 나가사키 지방 은행의 군산지점이다. 일제의 미곡 반출, 토지 강매 등 수탈의 흔적으로 일제강점기 초기 건축물의 특징을 잘 보여준다. 광복 후 대한통운 지점 건물로 사용되었으며 2008년 2월 등록문화재 지정 이후 보수복원을 통해 현재는 근대미술관으로 사용되고 있다.   입 장 료:[개인]성인 500원, 청소년·군인 300원, 어린이 200원  [단체(20인 이상)] 성인 300원, 청소년·군인 200원, 어린이 100원(군산근대역사박물관에서 근대건축관, 근대미술관 통합권 구입 가능) 이용가능시설: 전시관 내국인 예약안내:자유 관람외국인 예약안내:자유 관람문의 및 안내 : Tel: 063-446-9812 쉬는날 : 매년 1월 1일 휴무 체험안내 : ·프로그램 : 미술 작품, 안중근 의사 기념전시관, 근대기 군산 건축 전시 관람·신청방법 : http://www.gunsan.go.kr/tour > 명품군산 > 스탬프투어체험가능연령 : 누구나이용시간 : 연중 09:00~18:00, 12~2월 17:00시까지 운영 주차시설 : 인근 근대역사박물관, 진포해양공원 주차장 이용유모차 대여 여부 : 없음애완동물 동반 가능 여부 : 없음신용카드 가능 여부 : 없음",0,0,2025-07-09 15:44,,
,동래온천노천족욕탕,부산,관광지,기타관광지,,,,부산광역시 동래구 금강공원로26번길 21(온천동),129.0814742,35.22003829,,"우리 나라에서 가장 오래된 온천의 하나로 수온은 63℃이며, 약칼리성 식염천으로 목욕 외 온천수를 마시면 만성 위장병 및 위장근약증에 효과가 있는 것으로 알려져 있다.또한, 류마티스성 질환, 운동장애, 신경통, 관절염, 피로회복, 혈액순환 장애에도 효과가 있는 건강온천으로 알려져 있다. 족탕의 효능으로는 인체 12경락의 중요한 혈들이밀집한 ''제 2의 심장''인 발과 발목 주변의 근육과 관절을 뜨거운 물로 자극, 전신의 혈액순환을 원활하게 하며, 특히 발의 피로감, 고혈압, 저혈압, 권태감, 생리불순, 요통,관절염 등의 예방.치료에 효과가 있다고 알려져 있다. * 족탕수온 - 40℃이상 온천수 10톤",0,0,2025-07-09 15:44,,
,강릉자수박물관,강원,관광지,전시관,,,,강원 강릉시 죽헌동 140-2,128.8803035,37.7779681,,"동양자수 박물관은 자수의 한올 한올속에 옛 여인들의 아름답고 소중한 마음결을 느낄 수 있는 자수 전문 박물관이다.한.중.일 전통자수 500여 점이 상설 전시관에 전시되고 있으며, 이와 더블어 특별 전시실에는 색동조각보와 서양자수 100여 점이 전시되고 있다. 한.중.일 전통자수를 중심으로 동양자수의 미적세계를 체험하고 공유 할 수 있는 문화예술 공간이다. * 개관일: 2011년 1월 11일  체험프로그램: 자수 문양속에 담긴 숨은그림찾기, 상징물과 암호 이해하기, 자수문양그리기 한국어 안내서비스: 가능외국어 안내서비스: 외국인 단체요청의 경우 가능(사전문의)예약안내:033-644-0600외국인 예약안내:033-644-0600 문의 및 안내 : 동양자수박물관 033-644-0600 규모 : 전시실 200여 평 이용시간 : 하절기(3~11월) 09:00~18:00동절기(12~2월) 10:00~17:00쉬는날 : 연중무휴 이용요금 : [일반]개인 - 일반 5,000원 / 초.중.고 4,000원 / 유치원 3,000원 단체 - 일반 4,000원 / 초.중.고 3,000원 / 유치원 2,000원[강릉시민]개인 - 일반 4,000원 / 초.중.고 3,000원 / 유치원 2,000원 단체 - 일반 3,000원 / 초.중.고 2,000원 / 유치원 1,500원※ 군인, 신체장애자, 경로우대증 소지자, 국가유공자 : 2,000원※ 단체 30인 이상※ 상황에 따라 관람요금 조정 가능",0,0,2025-07-09 15:44,,
,한용운선생생가지,충남,관광지,문화유적,,,,충청남도 홍성군 결성면 만해로318번길 83(결성면),126.5539342,36.56287395,,"토굴새우젓으로 소문난 홍성군 광천읍 외곽도로 사거리에서 우회전, 천수만 방면으로 향해 가다보면 결성면 소재지가 나온다. 결성우체국 앞에 이르러 우측으로 심하게 굽은 도로를 따라가면 만해 한용운선생 생가에 닿게 된다. 양옆으로 과수원들이 옹기종기 들어선 한가로운 길에다가 안내판도 잘 되어 있어, 생가를 찾아가는 것은 그리 어렵지 않다. 그 길이 끝나는 곳에 이르면 초가집 두어 채가 보이는데 바로 한용운 생가이다.주차장을 지나자마자 오른편에는 생가터 안내문, 왼편에는 초가로 지어진 관리사무소가 있다. 싸릿대 울타리로 복원된 만해선생의 생가는 초가지붕을 얹었으며 방2칸, 부엌 1칸으로 구성된 일자형 구조로 한용운이란 문패가 걸려있어, 생전의 만해선생이 마치 그곳에 거주하고 있는 듯한 감상에 빠져든다. 댓돌이며 툇마루가 한없이 정겹고 우물과 장독대를 돌아 집 뒤 야산 언덕배기를 올려보면 적송과 조릿대가 자란다. 슬쩍 방 안을 기웃거리자니 만해의 영정과 앉은뱅이 책상 하나가 쓸쓸히  방문자들을 맞이한다. 부엌 옆은 장작을 쌓아두는 헛간이고 사랑방 옆은 절구통과 맷돌이 보관된 헛간이다.생가지에서 조금 떨어진 곳에는 위패와 영정을 모신 만해사라는 사당이 있어, 다시금 옷깃을 여미게 만든다. 1879년 이곳 성곡리에서 태어난 한용운 선생은 6세부터 성곡리 서당골에서 한학을 배워 9세에 문리를 통달, 신동소리를 들으며 자랐다. 26세에 강원도 백담사에 들어가 불문에 입도.  삼일운동 때 민족대표 33인의 한 사람으로 독립선언서에 서명, 체포되어 3년형을 선고받고 복역했다.1926년 시집 '님의 침묵'을 내면서 저항 문학에 앞장섰는가 하면,  불교개혁운동에 일생을 바쳤으며 1944년 6월 69세의 나이로 서울 성북동 심우장에서 별세했다.  이용가능시설:null화장실:있음한국어 안내서비스:문화관광해설사 안내가능 - 근무일시 : 화~일 - 현장에서 신청 및 전화상으로 예약가능 ",0,0,2025-07-09 15:44,,
,강강술래터,전남,관광지,문화유적,,,,전남 진도군 군내면 녹진리 산2-146,126.3094644,34.56315554,,"망금산은 13척의 배로 3백여척의 왜선을 물리친 명량해전지(울돌목)에 연접하여 울돌목이 바로 내려다보이는 해발 115m의 나지막한 산이다.명량해전 당시 이순신 장군은 적으로 하여금 우리 군사가 많이 보이게 하기 위하여 이 망금산에 토성을 쌓고 부근의 부녀자들을 모아 남장을 시켜산봉우리를 원을 그리며 반복하여 돌게 하였다고 한다. 주로 추석날 밤, 곡식의 풍년을 기원하며 추던 부녀자들의 민속놀이를 의병술로 사용한 것이다.지금도 망금산 산봉에는 망터가 있고, 그 밑으로 강강술래터가 뚜렷하게 남아 있다. 또한 충무공 이순신 장군의 전술을 존경하는 마음이 담긴 강강술래에 관한 많은 전설이 전해져오고 있다. - 이용안내 -문의 및 안내 : 진도 관광안내콜센터 1588-9601유모차 대여 여부 : 없음애완동물 동반 가능 여부 : 없음신용카드 가능 여부 : 없음",0,0,2025-07-09 15:44,,
,모항갯벌체험장,전북,관광지,체험프로그램,,,,전라북도 부안군 변산면 모항길 107,126.5138658,35.58722929,,"조개캐기, 진흙놀이 등을 통하여 갯벌에 대한 호기심과 자연생태에 대한이해를 높일 수 있는 가족휴양 및 생태체험 학습관광지이다.  관광코스안내:* 주변관광채석강,적벽강 -모항개벌체험장-모항해수욕장-호랑가시나무군락지-내소사* 마실길 5코스 구간 상점정보:매점-체험도구 판매 이용가능시설:화장실, 수도시설 주차요금:무료 한국어 안내서비스:* 문의 - 모항갯벌체험장 (063-584-7788)- 부안관광안내콜센터 063-581-5114 / 584-2114 외국어 안내서비스:* 문의 - 모항갯벌체험장 (063-584-7788)- 부안관광안내콜센터 063-581-5114 / 584-2114 내국인 예약안내:* 전화예약 가능외국인 예약안내:* 전화예약 가능 ",0,0,2025-07-09 15:44,,
,부안 모항마을,전북,관광지,어촌체험마을,,,,전라북도 부안군 변산면 모항길 107,126.5142157,35.58802365,,"변산반도의 서쪽 해안자락에는 변산 해수욕장, 격포 해수욕장 등 아름다운 해수욕장이 여러 곳 있다. 모두 하얀 모래사장과 아름다운 해안선으로 사람들에게 널리 사랑 받고 있어 여름이면 피서객들로 북적이는 곳이다. 그 중 변산반도 서남쪽 끝자락에는 해송 숲이 멋지게 펼쳐진 아담한 해수욕장이 있다.바로 모항 해수욕장이다. 부드러운 모래 사장과 해안 절벽이 어우러져 아름다움을 자아내고 송림이 해변을 아늑하게 두르고 있어 경관이 빼어나다. 호랑가시나무 군락 모항 마을은 이 모항 해수욕장을 끼고 있다. 바다 앞 어촌마을이라  농업보단 쭈꾸미, 갑오징어, 전어 등을 잡는 어업이 주를 이루고 있다.모항 팜스테이 마을에 머물게 되면 봄이면 신선하고 담백한 쭈꾸미 회를, 여름엔 전어를 실컷 맛볼 수 있고 모항 해수욕장에서 호젓하게 해수욕을 즐기며 근처 갯벌에 나가 조개며 낙지를  잡아 올리는 즐거움도 맛볼 수 있다.마을 주변으로 나있는 해안도로는 경치가 아름다워 최상의 드라이브 코스로  각광받고 있으며 해안도로를 따라 달리다보면 천연기념물 제122호로 지정된 호랑가시나무 군락도 볼수 있다. 또한, 마을인근에는 우리나라 최초의 개인 조각공원인 금구원 조각공원과 여름철이면 해수욕을 즐기기 좋고 빼어난 절경으로 사진  촬영이나 영화  촬영이 자주 이루어지는 채석강도 있다.  화장실 : 있음내국인 예약안내 : 체험시 사전예약",0,0,2025-07-09 15:44,,
